LocationAbbr,LocationDesc,Topic,Indicator,Data_Value_Type,Data_Value,Break_Out_Category,Break_Out,TopicId,IndicatorID,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationID
WEST,West,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,1.5,Race,Hispanic,T6,NS004,Crude,BOC04,RAC04,9004
SOU,South,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,4.9,Overall,Overall,T4,NS002,AgeStdz,BOC01,OVR01,9003
US,United States,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,10.2,Age,75+,T3,NS003,Crude,BOC03,AGE08,59
WEST,West,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,33.6,Age,75+,T1,NS001,Crude,BOC03,AGE08,9004
US,United States,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,2.2,Gender,Female,T3,NS003,Crude,BOC02,GEN02,59
MDW,Midwest,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,14.8,Age,65+,T4,NS002,Crude,BOC03,AGE06,9002
SOU,South,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,1.7,Race,Hispanic,T6,NS004,AgeStdz,BOC04,RAC04,9003
MDW,Midwest,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,4.1,Age,35+,T3,NS003,Crude,BOC03,AGE07,9002
SOU,South,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,4.2,Age,45-64,T3,NS003,Crude,BOC03,AGE05,9003
MDW,Midwest,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,3.4,Gender,Female,T4,NS002,AgeStdz,BOC02,GEN02,9002
MDW,Midwest,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,27.0,Age,65+,T1,NS001,Crude,BOC03,AGE06,9002
WEST,West,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,6.5,Race,Non-Hispanic White,T1,NS001,AgeStdz,BOC04,RAC01,9004
WEST,West,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,2.5,Overall,Overall,T6,NS004,Crude,BOC01,OVR01,9004
SOU,South,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,3.2,Overall,Overall,T6,NS004,Crude,BOC01,OVR01,9003
SOU,South,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,10.9,Race,Other,T4,NS002,AgeStdz,BOC04,RAC07,9003
WEST,West,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,2.2,Race,Hispanic,T3,NS003,AgeStdz,BOC04,RAC04,9004
US,United States,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,3.5,Race,Non-Hispanic Black,T6,NS004,AgeStdz,BOC04,RAC02,59
WEST,West,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,2.9,Race,Hispanic,T4,NS002,Crude,BOC04,RAC04,9004
MDW,Midwest,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,3.3,Gender,Female,T6,NS004,Crude,BOC02,GEN02,9002
US,United States,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,2.3,Age,45-64,T6,NS004,Crude,BOC03,AGE05,59
NRE,Northeast,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,,Age,18-24,T3,NS003,Crude,BOC03,AGE01,9001
WEST,West,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,2.8,Age,35+,T6,NS004,Crude,BOC03,AGE07,9004
NRE,Northeast,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,0.0,Age,18-24,T6,NS004,Crude,BOC03,AGE01,9001
NRE,Northeast,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,8.0,Race,Hispanic,T1,NS001,AgeStdz,BOC04,RAC04,9001
MDW,Midwest,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,4.3,Overall,Overall,T4,NS002,Crude,BOC01,OVR01,9002
US,United States,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,6.6,Age,35+,T4,NS002,Crude,BOC03,AGE07,59
US,United States,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,6.7,Race,Hispanic,T1,NS001,AgeStdz,BOC04,RAC04,59
SOU,South,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,,Race,Non-Hispanic Asian,T4,NS002,Crude,BOC04,RAC03,9003
WEST,West,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,2.5,Gender,Male,T6,NS004,Crude,BOC02,GEN01,9004
MDW,Midwest,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,5.2,Gender,Male,T4,NS002,Crude,BOC02,GEN01,9002
US,United States,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,19.8,Age,75+,T4,NS002,Crude,BOC03,AGE08,59
SOU,South,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,4.0,Race,Hispanic,T4,NS002,AgeStdz,BOC04,RAC04,9003
WEST,West,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,2.2,Overall,Overall,T6,NS004,AgeStdz,BOC01,OVR01,9004
MDW,Midwest,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,1.0,Age,25-44,T1,NS001,Crude,BOC03,AGE04,9002
NRE,Northeast,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,3.1,Race,Non-Hispanic White,T4,NS002,AgeStdz,BOC04,RAC01,9001
SOU,South,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,3.8,Overall,Overall,T3,NS003,Crude,BOC01,OVR01,9003
MDW,Midwest,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,4.4,Race,Hispanic,T4,NS002,AgeStdz,BOC04,RAC04,9002
MDW,Midwest,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,4.6,Race,Non-Hispanic White,T4,NS002,AgeStdz,BOC04,RAC01,9002
WEST,West,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,8.2,Age,65+,T6,NS004,Crude,BOC03,AGE06,9004
US,United States,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,2.4,Race,Hispanic,T3,NS003,AgeStdz,BOC04,RAC04,59
US,United States,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,2.5,Age,45-64,T6,NS004,Crude,BOC03,AGE05,59
US,United States,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,8.2,Age,65+,T6,NS004,Crude,BOC03,AGE06,59
NRE,Northeast,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,8.3,Race,Hispanic,T1,NS001,AgeStdz,BOC04,RAC04,9001
SOU,South,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,3.4,Gender,Female,T4,NS002,AgeStdz,BOC02,GEN02,9003
NRE,Northeast,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,,Race,Non-Hispanic Asian,T6,NS004,Crude,BOC04,RAC03,9001
MDW,Midwest,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,9.3,Overall,Overall,T1,NS001,Crude,BOC01,OVR01,9002
MDW,Midwest,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,7.9,Race,Non-Hispanic Black,T1,NS001,AgeStdz,BOC04,RAC02,9002
SOU,South,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,3.0,Race,Non-Hispanic Black,T6,NS004,Crude,BOC04,RAC02,9003
US,United States,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,4.9,Gender,Male,T3,NS003,AgeStdz,BOC02,GEN01,59
NRE,Northeast,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,2.3,Race,Hispanic,T6,NS004,AgeStdz,BOC04,RAC04,9001
MDW,Midwest,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,2.7,Age,45-64,T6,NS004,Crude,BOC03,AGE05,9002
WEST,West,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,14.4,Age,65+,T4,NS002,Crude,BOC03,AGE06,9004
MDW,Midwest,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,2.8,Overall,Overall,T6,NS004,Crude,BOC01,OVR01,9002
NRE,Northeast,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,8.1,Overall,Overall,T1,NS001,Crude,BOC01,OVR01,9001
NRE,Northeast,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,2.9,Gender,Female,T4,NS002,AgeStdz,BOC02,GEN02,9001
US,United States,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,,Age,18-24,T4,NS002,Crude,BOC03,AGE01,59
SOU,South,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,3.5,Race,Non-Hispanic Black,T4,NS002,AgeStdz,BOC04,RAC02,9003
WEST,West,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,10.0,Age,65+,T3,NS003,Crude,BOC03,AGE06,9004
US,United States,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,7.6,Overall,Overall,T1,NS001,AgeStdz,BOC01,OVR01,59
NRE,Northeast,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,5.0,Race,Non-Hispanic Black,T1,NS001,AgeStdz,BOC04,RAC02,9001
WEST,West,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,6.8,Race,Non-Hispanic White,T1,NS001,AgeStdz,BOC04,RAC01,9004
WEST,West,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,,Age,18-24,T1,NS001,Crude,BOC03,AGE01,9004
SOU,South,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,10.3,Age,65+,T6,NS004,Crude,BOC03,AGE06,9003
NRE,Northeast,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,6.3,Age,35+,T4,NS002,Crude,BOC03,AGE07,9001
NRE,Northeast,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,1.7,Gender,Female,T3,NS003,Crude,BOC02,GEN02,9001
NRE,Northeast,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,2.2,Race,Non-Hispanic Black,T6,NS004,Crude,BOC04,RAC02,9001
NRE,Northeast,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,4.2,Age,35+,T3,NS003,Crude,BOC03,AGE07,9001
WEST,West,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,2.5,Age,45-64,T3,NS003,Crude,BOC03,AGE05,9004
SOU,South,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,5.0,Overall,Overall,T4,NS002,AgeStdz,BOC01,OVR01,9003
WEST,West,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,1.7,Race,Hispanic,T3,NS003,Crude,BOC04,RAC04,9004
SOU,South,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,3.0,Race,Hispanic,T3,NS003,AgeStdz,BOC04,RAC04,9003
US,United States,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,3.3,Overall,Overall,T3,NS003,Crude,BOC01,OVR01,59
MDW,Midwest,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,,Race,Other,T6,NS004,Crude,BOC04,RAC07,9002
US,United States,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,2.3,Race,Hispanic,T4,NS002,Crude,BOC04,RAC04,59
WEST,West,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,6.5,Race,Non-Hispanic Black,T1,NS001,AgeStdz,BOC04,RAC02,9004
NRE,Northeast,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,8.0,Age,65+,T6,NS004,Crude,BOC03,AGE06,9001
NRE,Northeast,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,,Race,Non-Hispanic Asian,T6,NS004,Crude,BOC04,RAC03,9001
NRE,Northeast,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,2.9,Race,Hispanic,T4,NS002,AgeStdz,BOC04,RAC04,9001
WEST,West,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,,Race,Non-Hispanic Black,T3,NS003,Crude,BOC04,RAC02,9004
SOU,South,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,37.2,Age,75+,T1,NS001,Crude,BOC03,AGE08,9003
SOU,South,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,3.0,Gender,Female,T4,NS002,Crude,BOC02,GEN02,9003
SOU,South,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,15.3,Race,Other,T1,NS001,Crude,BOC04,RAC07,9003
SOU,South,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,4.8,Age,35+,T3,NS003,Crude,BOC03,AGE07,9003
WEST,West,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,3.3,Gender,Male,T3,NS003,AgeStdz,BOC02,GEN01,9004
NRE,Northeast,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,3.2,Overall,Overall,T4,NS002,AgeStdz,BOC01,OVR01,9001
NRE,Northeast,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,3.5,Race,Hispanic,T3,NS003,AgeStdz,BOC04,RAC04,9001
US,United States,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,4.4,Race,Other,T3,NS003,Crude,BOC04,RAC07,59
WEST,West,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,14.6,Age,75+,T4,NS002,Crude,BOC03,AGE08,9004
US,United States,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,8.5,Age,45-64,T1,NS001,Crude,BOC03,AGE05,59
MDW,Midwest,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,3.6,Overall,Overall,T3,NS003,AgeStdz,BOC01,OVR01,9002
MDW,Midwest,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,12.7,Age,35+,T1,NS001,Crude,BOC03,AGE07,9002
MDW,Midwest,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,6.8,Age,35+,T4,NS002,Crude,BOC03,AGE07,9002
WEST,West,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,5.1,Race,Other,T1,NS001,Crude,BOC04,RAC07,9004
SOU,South,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,,Age,18-24,T3,NS003,Crude,BOC03,AGE01,9003
MDW,Midwest,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,,Race,Hispanic,T6,NS004,AgeStdz,BOC04,RAC04,9002
SOU,South,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,2.7,Race,Non-Hispanic Black,T3,NS003,Crude,BOC04,RAC02,9003
NRE,Northeast,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,2.8,Age,45-64,T3,NS003,Crude,BOC03,AGE05,9001
WEST,West,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,,Race,Non-Hispanic Black,T4,NS002,AgeStdz,BOC04,RAC02,9004
NRE,Northeast,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,2.8,Overall,Overall,T3,NS003,Crude,BOC01,OVR01,9001
US,United States,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,4.7,Overall,Overall,T4,NS002,Crude,BOC01,OVR01,59
MDW,Midwest,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,3.5,Gender,Female,T4,NS002,Crude,BOC02,GEN02,9002
US,United States,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,4.6,Race,Other,T3,NS003,Crude,BOC04,RAC07,59
WEST,West,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,6.9,Age,45-64,T1,NS001,Crude,BOC03,AGE05,9004
SOU,South,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,2.8,Race,Hispanic,T6,NS004,AgeStdz,BOC04,RAC04,9003
MDW,Midwest,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,,Race,Hispanic,T4,NS002,AgeStdz,BOC04,RAC04,9002
US,United States,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,3.7,Age,45-64,T3,NS003,Crude,BOC03,AGE05,59
WEST,West,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,2.4,Overall,Overall,T6,NS004,Crude,BOC01,OVR01,9004
SOU,South,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,3.6,Race,Hispanic,T4,NS002,AgeStdz,BOC04,RAC04,9003
NRE,Northeast,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,0.0,Race,Other,T6,NS004,Crude,BOC04,RAC07,9001
SOU,South,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,3.1,Gender,Female,T6,NS004,Crude,BOC02,GEN02,9003
MDW,Midwest,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,12.6,Age,75+,T3,NS003,Crude,BOC03,AGE08,9002
MDW,Midwest,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,7.8,Race,Non-Hispanic White,T1,NS001,AgeStdz,BOC04,RAC01,9002
SOU,South,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,8.1,Race,Non-Hispanic Black,T1,NS001,AgeStdz,BOC04,RAC02,9003
NRE,Northeast,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,0.0,Age,18-24,T1,NS001,Crude,BOC03,AGE01,9001
NRE,Northeast,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,2.4,Race,Non-Hispanic White,T6,NS004,AgeStdz,BOC04,RAC01,9001
SOU,South,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,3.7,Overall,Overall,T3,NS003,Crude,BOC01,OVR01,9003
SOU,South,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,9.3,Overall,Overall,T1,NS001,Crude,BOC01,OVR01,9003
